"region","dept_id","country","metric","type_group","Org L3","Org L4","Org L5","TA Leader","TA Leader L2","brady_aws","aws","dept","y"
"EMEA","4456","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",241
"EMEA","4456","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",12
"EMEA","4456","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",200
"EMEA","4456","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",12
"EMEA","4456","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",60
"EMEA","4456","POL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",12
"EMEA","4456","ROU","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",12
"EMEA","4456","SAU","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",24
"EMEA","4456","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",37
"EMEA","4456","TUR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",24
"EMEA","4456","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","BOBVAN","HARVIELI","UNSUPPORTED","Y","AWS","AWS WWCO Startup Solutions Architects - VAR",12
"APJC","4028","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","MACKAE","Y","AWS","AWS WWCS Enterprise Workload Partner",54
"APJC","4028","IND","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Enterprise Workload Partner",39
"APJC","4028","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS Enterprise Workload Partner",93
"APJC","4028","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","QINWE","Y","AWS","AWS WWCS Enterprise Workload Partner",53
"APJC","4028","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","QINWE","Y","AWS","AWS WWCS Enterprise Workload Partner",78
"Americas","4028","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS Enterprise Workload Partner",38
"Americas","4028","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","DAKILBY","JJULC","Y","AWS","AWS WWCS Enterprise Workload Partner",23
"Americas","4028","COL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS Enterprise Workload Partner",12
"Americas","4028","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS Enterprise Workload Partner",40
"Americas","4028","USA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS Enterprise Workload Partner",1238
"EMEA","4028","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Enterprise Workload Partner",12
"EMEA","4028","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",12
"EMEA","4028","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",39
"EMEA","4028","DNK","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",12
"EMEA","4028","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",40
"EMEA","4028","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",146
"EMEA","4028","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",12
"EMEA","4028","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",24
"EMEA","4028","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Enterprise Workload Partner",24
"APJC","4060","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","MACKAE","Y","AWS","AWS WWCS FSI Business Development",12
"APJC","4060","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","JANETLI","Y","AWS","AWS WWCS FSI Business Development",33
"APJC","4060","IND","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS FSI Business Development",11
"APJC","4060","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS FSI Business Development",73
"APJC","4060","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Business Development",33
"APJC","4060","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Business Development",131
"Americas","4060","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","LLEILA","Y","AWS","AWS WWCS FSI Business Development",57
"Americas","4060","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","DAKILBY","JJULC","Y","AWS","AWS WWCS FSI Business Development",45
"Americas","4060","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","LLEILA","Y","AWS","AWS WWCS FSI Business Development",13
"Americas","4060","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Business Development",722
"EMEA","4060","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Business Development",32
"EMEA","4060","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Business Development",32
"EMEA","4060","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Business Development",148
"EMEA","4060","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Business Development",13
"APJC","4022","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","JANETLI","Y","AWS","AWS WWCS FSI Commercial Field Sales",34
"APJC","4022","IND","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS FSI Commercial Field Sales",4
"APJC","4022","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS FSI Commercial Field Sales",83
"APJC","4022","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Commercial Field Sales",34
"Americas","4022","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Commercial Field Sales",873
"EMEA","4022","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",49
"EMEA","4022","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",65
"EMEA","4022","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",48
"EMEA","4022","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",82
"EMEA","4022","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",362
"EMEA","4022","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Commercial Field Sales",16
"APJC","4082","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Partner",21
"Americas","4082","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Partner",72
"EMEA","4082","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Partner",53
"APJC","4065","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Sales Other Support",14
"Americas","4065","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Sales Other Support",321
"EMEA","4065","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Sales Other Support",13
"EMEA","4065","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Sales Other Support",33
"EMEA","4065","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Sales Other Support",12
"APJC","4020","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","JANETLI","Y","AWS","AWS WWCS FSI Solution Architects",12
"APJC","4020","IND","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS FSI Solution Architects",4
"APJC","4020","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS FSI Solution Architects",105
"APJC","4020","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Solution Architects",92
"Americas","4020","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","LLEILA","Y","AWS","AWS WWCS FSI Solution Architects",25
"Americas","4020","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","DAKILBY","JJULC","Y","AWS","AWS WWCS FSI Solution Architects",12
"Americas","4020","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Solution Architects",1104
"EMEA","4020","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",12
"EMEA","4020","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",66
"EMEA","4020","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",92
"EMEA","4020","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",79
"EMEA","4020","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",55
"EMEA","4020","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",354
"EMEA","4020","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",25
"EMEA","4020","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",12
"EMEA","4020","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Architects",39
"APJC","4053","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","JANETLI","Y","AWS","AWS WWCS FSI Solution Delivery",13
"APJC","4053","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS FSI Solution Delivery",1
"APJC","4053","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","FINUALAH","QINWE","Y","AWS","AWS WWCS FSI Solution Delivery",33
"Americas","4053","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","GREGARRI","APPLETK","Y","AWS","AWS WWCS FSI Solution Delivery",466
"EMEA","4053","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",13
"EMEA","4053","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",62
"EMEA","4053","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",33
"EMEA","4053","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",33
"EMEA","4053","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",33
"EMEA","4053","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","FFALLON","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS FSI Solution Delivery",111
"APJC","4005","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",249
"APJC","4005","IND","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS GEO Partner + Strategic Account",173
"APJC","4005","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",261
"APJC","4005","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",201
"APJC","4005","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",24
"APJC","4005","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",24
"APJC","4005","PHL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"APJC","4005","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",119
"APJC","4005","THA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",24
"APJC","4005","VNM","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"Americas","4005","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS GEO Partner + Strategic Account",105
"Americas","4005","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","DAKILBY","JJULC","Y","AWS","AWS WWCS GEO Partner + Strategic Account",173
"Americas","4005","COL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS GEO Partner + Strategic Account",61
"Americas","4005","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS GEO Partner + Strategic Account",58
"Americas","4005","USA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS GEO Partner + Strategic Account",2543
"EMEA","4005","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",13
"EMEA","4005","AUT","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"EMEA","4005","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",43
"EMEA","4005","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",27
"EMEA","4005","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",273
"EMEA","4005","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",116
"EMEA","4005","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",29
"EMEA","4005","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",114
"EMEA","4005","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",192
"EMEA","4005","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",89
"EMEA","4005","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",89
"EMEA","4005","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",28
"EMEA","4005","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",72
"EMEA","4005","NOR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"EMEA","4005","POL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",30
"EMEA","4005","PRT","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"EMEA","4005","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",45
"EMEA","4005","TUR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",13
"EMEA","4005","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS GEO Partner + Strategic Account",12
"APJC","4019","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","MACKAE","Y","AWS","AWS WWCS GSI Direct and Partner",282
"APJC","4019","HKG","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","JANETLI","Y","AWS","AWS WWCS GSI Direct and Partner",1
"APJC","4019","IND","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS GSI Direct and Partner",684
"APJC","4019","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS GSI Direct and Partner",36
"APJC","4019","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","MACKAE","Y","AWS","AWS WWCS GSI Direct and Partner",23
"APJC","4019","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","FINUALAH","QINWE","Y","AWS","AWS WWCS GSI Direct and Partner",268
"Americas","4019","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS GSI Direct and Partner",77
"Americas","4019","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","DAKILBY","JJULC","Y","AWS","AWS WWCS GSI Direct and Partner",91
"Americas","4019","USA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","GREGARRI","LLEILA","Y","AWS","AWS WWCS GSI Direct and Partner",2398
"EMEA","4019","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",12
"EMEA","4019","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",36
"EMEA","4019","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",129
"EMEA","4019","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",36
"EMEA","4019","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",112
"EMEA","4019","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",645
"EMEA","4019","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",64
"EMEA","4019","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",114
"EMEA","4019","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",114
"EMEA","4019","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","DOUGYEUM","DOUGYEUM","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS GSI Direct and Partner",24
"APJC","4030","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS Geo Business Development",338
"APJC","4030","IND","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Geo Business Development",315
"APJC","4030","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS Geo Business Development",436
"APJC","4030","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Geo Business Development",251
"APJC","4030","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS Geo Business Development",19
"APJC","4030","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Geo Business Development",201
